Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.073912 | segment id: 236 | term: "west oahu" | text: "So there are other things in the works that can help us to provide a better data picture than what we have right now."
score: 0.073897 | segment id: 438 | term: "Center on Nursing Advisory Board" | text: "THAT ANSWERS MY QUESTION."
score: 0.073883 | segment id: 45 | term: "Research Corporation of the University of Hawaiʻi" | text: "Hopefully this will be the year that we'll pass it."
score: 0.073877 | segment id: 335 | term: "university" | text: "I mean, you know, and at what point do we stop spoon-feeding people and letting them also look and find out what they want?"
score: 0.073877 | segment id: 355 | term: "Education Commission of the States" | text: "Don't go away."
score: 0.073873 | segment id: 492 | term: "Aloha Stadium" | text: "I think that CTAR has a lot of information that can be"
score: 0.073845 | segment id: 201 | term: "John A. Burns School of Medicine" | text: "We stand on our written testimony."
score: 0.073838 | segment id: 206 | term: "John A. Burns School of Medicine" | text: "No, I'm sorry."
score: 0.073809 | segment id: 123 | term: "Research Corporation of the University of Hawaiʻi" | text: "Because you get everybody around the table in a formal thing, as opposed to right now we have people talking about hemp."
score: 0.073782 | segment id: 264 | term: "Red Hill" | text: "we're getting top heavy um in the state because these jobs is not going to just come with a job right we got to pay benefits and retirement and medical and all those good things that other people don'"
score: 0.073775 | segment id: 322 | term: "Red Hill" | text: "You know, there's a lot of information out there."
score: 0.073770 | segment id: 94 | term: "Early Learning Board" | text: "The reason these are important is that timber and steel"
score: 0.073760 | segment id: 381 | term: "487n" | text: "I think this would hit both current and potential students."
score: 0.073753 | segment id: 327 | term: "Center on Nursing Advisory Board" | text: "But no, we got to go to a web page or we got to go to an app and then we got to analyze the app and then we got to do all of those things."
score: 0.073744 | segment id: 94 | term: "community college" | text: "The reason these are important is that timber and steel"
score: 0.073742 | segment id: 267 | term: "Mauna Kea" | text: "You're going to look for someplace else for water."
score: 0.073730 | segment id: 414 | term: "Mauna Kea" | text: "And if we could get Farah back on, she'll have some of the technical answers to this one."
score: 0.073726 | segment id: 166 | term: "community college" | text: "Why don't you do it?"
score: 0.073713 | segment id: 122 | term: "Cancer Center" | text: "Where I might disagree is I think a working group, which is minimal expense, I believe, would help move it forward."
score: 0.073696 | segment id: 204 | term: "Education Commission of the States" | text: "I'm happy to answer questions."
score: 0.073691 | segment id: 253 | term: "Career and Technical Education" | text: "know other than that we do have a bill that's saying that you know what money don't get don't get dispersed should come back to the general fund so i would think that the"
score: 0.073687 | segment id: 223 | term: "302a-431" | text: "I mean, that's something that you are, like you said, you already do some of that, right?"
score: 0.073681 | segment id: 78 | term: "Mauna Kea" | text: "I don't know if I said that correctly."
score: 0.073654 | segment id: 459 | term: "Education Commission of the States" | text: "Oh, six, three, seven and not six, seven, three."
score: 0.073625 | segment id: 269 | term: "Tuition" | text: "I just have a problem with it."
score: 0.073604 | segment id: 465 | term: "community college" | text: "Senator Kupanagetsky?"
score: 0.073579 | segment id: 272 | term: "Center on Nursing Advisory Board" | text: "I mean, we shouldn't tell them go to college because they will be wasting their money until they have a better sense."
score: 0.073577 | segment id: 460 | term: "Tuition" | text: "Okay, yeah, close."
score: 0.073569 | segment id: 166 | term: "487n" | text: "Why don't you do it?"
score: 0.073558 | segment id: 220 | term: "Underground Storage Tanks" | text: "So in the entire University of Hawaii, do you teach or have anybody to do data visualization?"
score: 0.073552 | segment id: 191 | term: "Education Commission of the States" | text: "Oh, absolutely."
score: 0.073548 | segment id: 438 | term: "Education Commission of the States" | text: "THAT ANSWERS MY QUESTION."
score: 0.073528 | segment id: 126 | term: "Research Corporation of the University of Hawaiʻi" | text: "And it could take a lot longer to develop these industries."
score: 0.073507 | segment id: 325 | term: "Scholarship" | text: "We got to figure out when we know, we see what they're throwing away."
score: 0.073499 | segment id: 153 | term: "community college" | text: "Okay, but why do we need to put together a legislative working group?"
score: 0.073482 | segment id: 465 | term: "Early Learning Board" | text: "Senator Kupanagetsky?"
score: 0.073478 | segment id: 492 | term: "Mauna Kea" | text: "I think that CTAR has a lot of information that can be"
score: 0.073457 | segment id: 120 | term: "State Departments" | text: "And I agree with you."
score: 0.073439 | segment id: 414 | term: "College" | text: "And if we could get Farah back on, she'll have some of the technical answers to this one."
score: 0.073431 | segment id: 51 | term: "Education Commission of the States" | text: "I'm going to say I think this is the third year, but it could be fourth."
score: 0.073413 | segment id: 285 | term: "487n" | text: "I had to go and circle how much jobs are being asked for that."
score: 0.073395 | segment id: 405 | term: "Education Commission of the States" | text: "So anyway."
score: 0.073390 | segment id: 107 | term: "302a-431" | text: "As you know, we have a lot of shipping."
score: 0.073373 | segment id: 165 | term: "Scholarship" | text: "Why don't we do it?"
score: 0.073308 | segment id: 0 | term: "Underground Storage Tanks" | text: "Good afternoon and welcome to the Committee on Higher Education."
score: 0.073301 | segment id: 150 | term: "College" | text: "um do basically some analysis of what different crops we talked about bamboo we talked about hemp and where we will grow them we have food production as the number one priority right in the state and "
score: 0.073283 | segment id: 394 | term: "Red Hill" | text: "that carries over every year um on that tuition fund and that i think they use it for and i'm sure kelbert can can give us more on that uh to fund special positions um"
score: 0.073279 | segment id: 132 | term: "Western Interstate Commission for Higher Education" | text: "I mean, I don't know how much sandwiches and $5 meals will go around the table so you guys can have lunch."
score: 0.073275 | segment id: 325 | term: "John A. Burns School of Medicine" | text: "We got to figure out when we know, we see what they're throwing away."
score: 0.073239 | segment id: 299 | term: "Early Learning Board" | text: "I think if I take nursing, I might get one job."
score: 0.073222 | segment id: 324 | term: "Career and Technical Education" | text: "Okay, we got to go get data."
score: 0.073218 | segment id: 117 | term: "Aloha Stadium" | text: "have a bill done to get the manufacturing moving forward."
score: 0.073216 | segment id: 285 | term: "university" | text: "I had to go and circle how much jobs are being asked for that."
score: 0.073195 | segment id: 76 | term: "Western Interstate Commission for Higher Education" | text: "Brian Miyamoto in support."
score: 0.073193 | segment id: 326 | term: "west oahu" | text: "You know, we can ask the kids in the classroom, what do you like?"
score: 0.073169 | segment id: 132 | term: "Post-Secondary Education Commission" | text: "I mean, I don't know how much sandwiches and $5 meals will go around the table so you guys can have lunch."
score: 0.073144 | segment id: 321 | term: "Early Learning Board" | text: "I just want to add, I think sometimes we rely too much on data."
score: 0.073118 | segment id: 229 | term: "Hawaiʻi Medical Education Council" | text: "There's different places where"
score: 0.073084 | segment id: 399 | term: "Hawaiʻi Medical Education Council" | text: "Oh, in general, you mean in general."
score: 0.073071 | segment id: 388 | term: "Early Learning Board" | text: "It could have ruined whatever future I had."
score: 0.073057 | segment id: 269 | term: "487n" | text: "I just have a problem with it."
score: 0.073046 | segment id: 238 | term: "Athletic" | text: "We are, of course, trying to develop a long-term strategy for how we can provide better data and a better way for the state to understand how that will look."
